RhythmScore,AudioLoudness,VocalContent,AcousticQuality,InstrumentalScore,LivePerformanceLikelihood,MoodScore,TrackDurationMs,Energy,Duration_min,Duration_log,Duration_band,Loudness_band,Rhythm_x_Energy,Loudness_x_Energy,Mood_x_Energy,Vocal_plus_Instr,Acoustic_minus_Energy,Live_x_Vocal,Energy_to_Acoustic,Loudness_per_min,Audio_mean,Audio_std,Audio_max,Audio_min,BeatsPerMinute
0.9338,-3.9356,0.0617,0.3021,0.0,0.0349,0.556,241467.39,0.967,4.0245,12.3945,2.0,4.0,0.9029,-3.8057,0.5376,0.0617,-0.6649,0.0022,3.1907,-0.9779,0.4079,0.4179,0.967,0.0,98.5737
0.5539,-5.8954,0.0235,0.2149,0.0,0.3059,0.6713,183373.33,0.7159,3.0562,12.1193,1.0,3.0,0.3965,-4.2203,0.4806,0.0235,-0.501,0.0072,3.3156,-1.929,0.3551,0.2966,0.7159,0.0,116.8449
0.7049,-2.6348,0.064,0.412,0.0,0.3799,0.277,241290.78,0.2117,4.0215,12.3938,2.0,4.0,0.1493,-0.5579,0.0587,0.064,0.2003,0.0243,0.5126,-0.6552,0.2928,0.2368,0.7049,0.0,97.142
0.5577,-13.6815,0.1301,0.2045,0.2229,0.1679,0.9555,269801.16,0.0991,4.4967,12.5054,3.0,0.0,0.0553,-1.3563,0.0947,0.353,0.1054,0.0218,0.4823,-3.0426,0.334,0.3135,0.9555,0.0991,118.7546
0.5663,-7.6279,0.0235,0.1897,0.377,0.0621,0.3489,227852.78,0.8716,3.7975,12.3365,1.0,2.0,0.4936,-6.6484,0.3041,0.4005,-0.6819,0.0015,4.5694,-2.0086,0.3485,0.2985,0.8716,0.0235,131.2668
0.769,-8.8668,0.1284,0.478,0.0914,0.294,0.7789,312422.1,0.049,5.207,12.6521,4.0,2.0,0.0377,-0.4345,0.0382,0.2199,0.429,0.0378,0.1023,-1.7029,0.3698,0.3117,0.7789,0.049,83.428
0.7936,-4.1738,0.0491,0.3489,0.0,0.0243,0.9131,275512.84,0.4128,4.5919,12.5264,3.0,3.0,0.3276,-1.7229,0.3769,0.0491,-0.0639,0.0012,1.1798,-0.9089,0.3631,0.3732,0.9131,0.0,144.4781
0.8988,-8.2833,0.0235,0.2756,0.3227,0.2765,0.8281,262351.25,0.1641,4.3725,12.4774,3.0,2.0,0.1475,-1.359,0.1359,0.3462,0.1116,0.0065,0.5931,-1.8944,0.3985,0.3332,0.8988,0.0235,64.0829
0.6048,-5.3389,0.043,0.2702,0.2538,0.3348,0.285,272662.3,0.3285,4.5444,12.516,3.0,3.0,0.1987,-1.7536,0.0936,0.2968,-0.0583,0.0144,1.2112,-1.1748,0.3029,0.1654,0.6048,0.043,146.642
0.5907,-10.7667,0.06,0.3938,0.0,0.0243,0.5287,239967.55,0.2958,3.9995,12.3883,2.0,1.0,0.1747,-3.1848,0.1564,0.06,0.098,0.0015,0.7492,-2.692,0.2705,0.246,0.5907,0.0,122.9491
0.5674,-13.0879,0.0235,0.0568,0.0671,0.315,0.2868,255548.5,0.4305,4.2591,12.4512,2.0,0.0,0.2442,-5.6339,0.1235,0.0906,-0.3737,0.0074,7.4517,-3.0729,0.2496,0.2085,0.5674,0.0235,112.7866
0.6375,-16.242,0.1596,0.0,0.0628,0.3481,0.7433,254629.5,0.4532,4.2438,12.4476,2.0,0.0,0.2889,-7.3609,0.3368,0.2224,-0.4532,0.0556,450.7838,-3.8272,0.3435,0.2854,0.7433,0.0,169.2962
0.8352,-1.357,0.0235,0.1328,0.0,0.4969,0.5393,261892.77,0.5185,4.3649,12.4757,3.0,4.0,0.433,-0.7036,0.2796,0.0235,-0.3857,0.0117,3.8755,-0.3109,0.3637,0.3152,0.8352,0.0,163.7154
0.4851,-5.5987,0.0235,0.3744,0.0764,0.0404,0.7641,288080.72,0.8743,4.8013,12.571,3.0,3.0,0.4241,-4.8948,0.668,0.0999,-0.4998,0.0009,2.3288,-1.1661,0.3769,0.3506,0.8743,0.0235,84.0869
0.7355,-19.591,0.082,0.0663,0.217,0.2598,0.4629,296044.66,0.5794,4.9341,12.5983,4.0,0.0,0.4261,-11.351,0.2682,0.2989,-0.5131,0.0213,8.6145,-3.9705,0.3433,0.2555,0.7355,0.0663,120.3364
0.561,-4.6899,0.1586,0.525,0.1536,0.1498,0.4968,229694.2,0.7954,3.8282,12.3445,1.0,3.0,0.4463,-3.7303,0.3952,0.3123,-0.2704,0.0238,1.5123,-1.2251,0.4058,0.2545,0.7954,0.1498,101.0162
0.9337,-10.8365,0.0503,0.0388,0.0628,0.1875,0.5478,175768.17,0.6838,2.9295,12.0769,0.0,1.0,0.6385,-7.41,0.3746,0.1131,-0.645,0.0094,17.1947,-3.6991,0.3578,0.362,0.9337,0.0388,140.4172
0.6748,-1.357,0.0235,0.0,0.0,0.2832,0.4541,223193.17,0.9587,3.7199,12.3158,1.0,4.0,0.6469,-1.3009,0.4353,0.0235,-0.9587,0.0067,953.5556,-0.3648,0.342,0.3747,0.9587,0.0,112.1626
0.4516,-7.6298,0.1237,0.0648,0.0,0.373,0.978,171253.62,0.2824,2.8542,12.0509,0.0,2.0,0.1275,-2.1547,0.2762,0.1237,-0.2176,0.0461,4.2902,-2.6732,0.3248,0.3318,0.978,0.0,82.4391
0.9333,-5.1615,0.0472,0.0,0.1647,0.1038,0.8695,237789.28,0.9763,3.9632,12.3791,2.0,3.0,0.9112,-5.0393,0.8489,0.2119,-0.9763,0.0049,971.1281,-1.3024,0.4421,0.4568,0.9763,0.0,80.0649
0.5311,-16.5812,0.0981,0.2428,0.1499,0.2748,0.0256,176420.48,0.9847,2.9403,12.0806,0.0,0.0,0.523,-16.327,0.0252,0.248,-0.7419,0.027,4.0392,-5.6392,0.3296,0.3313,0.9847,0.0256,117.8712
0.7513,-1.357,0.0987,0.0,0.0864,0.2522,0.2319,381881.1,0.9291,6.3647,12.8529,4.0,4.0,0.698,-1.2608,0.2155,0.1851,-0.9291,0.0249,924.1797,-0.2132,0.3357,0.3591,0.9291,0.0,120.3003
0.867,-8.8669,0.0964,0.2711,0.0687,0.2954,0.5249,241260.8,0.0987,4.021,12.3936,2.0,2.0,0.0855,-0.8749,0.0518,0.1651,0.1724,0.0285,0.3626,-2.2051,0.3174,0.2905,0.867,0.0687,150.9105
0.6914,-4.4957,0.1134,0.0,0.0943,0.0243,0.4769,304781.4,0.7424,5.0797,12.6274,4.0,3.0,0.5133,-3.3376,0.3541,0.2077,-0.7424,0.0028,738.442,-0.885,0.3061,0.3223,0.7424,0.0,151.854
0.9743,-10.823,0.1021,0.1747,0.039,0.1515,0.7899,248454.61,0.1591,4.1409,12.423,2.0,1.0,0.155,-1.7216,0.1256,0.1411,0.0156,0.0155,0.9055,-2.6137,0.3415,0.3758,0.9743,0.039,158.7057
0.4737,-20.5286,0.0235,0.0,0.0,0.0428,0.6799,306654.1,0.6517,5.1109,12.6335,4.0,0.0,0.3087,-13.3778,0.443,0.0235,-0.6517,0.001,648.1924,-4.0166,0.2674,0.3197,0.6799,0.0,157.619
0.5274,-8.7239,0.1308,0.3158,0.2322,0.2297,0.4968,227851.14,0.4069,3.7975,12.3365,1.0,2.0,0.2146,-3.5495,0.2021,0.363,-0.0911,0.03,1.2842,-2.2973,0.3342,0.1484,0.5274,0.1308,127.2687
0.7192,-10.1605,0.0557,0.1719,0.0785,0.0243,0.6501,242348.44,0.5705,4.0391,12.3981,2.0,1.0,0.4103,-5.7962,0.3709,0.1342,-0.3985,0.0014,3.2987,-2.5155,0.3243,0.3078,0.7192,0.0243,153.3339
0.453,-8.5764,0.0235,0.273,0.2946,0.0876,0.7241,387688.1,0.4968,6.4615,12.868,4.0,2.0,0.225,-4.2607,0.3597,0.3181,-0.2238,0.0021,1.8129,-1.3273,0.3361,0.2433,0.7241,0.0235,108.7198
0.6958,-11.174,0.0235,0.0,0.0,0.4021,0.604,231637.98,0.5862,3.8606,12.3529,2.0,1.0,0.4079,-6.5502,0.3541,0.0235,-0.5862,0.0094,583.0747,-2.8944,0.3302,0.314,0.6958,0.0,100.2988
0.5736,-16.9796,0.0446,0.0,0.1131,0.047,0.3839,281202.16,0.8981,4.6867,12.5468,3.0,0.0,0.5152,-15.2499,0.3448,0.1576,-0.8981,0.0021,893.345,-3.6229,0.2943,0.34,0.8981,0.0,120.1649
0.7171,-14.5812,0.0817,0.514,0.3601,0.0243,0.3068,291488.12,0.5285,4.8581,12.5828,4.0,0.0,0.379,-7.7057,0.1621,0.4418,-0.0145,0.002,1.0262,-3.0014,0.3618,0.2492,0.7171,0.0243,118.8924
0.5048,-4.9172,0.0935,0.0377,0.0,0.0243,0.5277,230128.75,0.9651,3.8355,12.3464,1.0,3.0,0.4872,-4.7457,0.5093,0.0935,-0.9275,0.0023,24.9566,-1.282,0.3076,0.3682,0.9651,0.0,163.8257
0.9134,-10.5848,0.0937,0.0659,0.4106,0.1336,0.978,218971.7,0.4865,3.6495,12.2967,1.0,1.0,0.4444,-5.1499,0.4758,0.5044,-0.4206,0.0125,7.2736,-2.9003,0.4403,0.3809,0.978,0.0659,103.0266
0.4023,-16.1451,0.0595,0.111,0.0,0.2961,0.8821,282376.5,0.3189,4.7063,12.551,3.0,0.0,0.1283,-5.1481,0.2813,0.0595,-0.2078,0.0176,2.8465,-3.4305,0.2957,0.2981,0.8821,0.0,86.6358
0.8581,-5.8095,0.1689,0.4565,0.0523,0.3231,0.4736,273418.7,0.2899,4.557,12.5188,3.0,3.0,0.2487,-1.684,0.1373,0.2211,0.1666,0.0546,0.6336,-1.2749,0.3746,0.2602,0.8581,0.0523,74.8783
0.6308,-15.269,0.0536,0.3287,0.0,0.2387,0.96,232493.84,0.0305,3.8749,12.3566,2.0,0.0,0.0192,-0.4652,0.0292,0.0536,0.2983,0.0128,0.0924,-3.9405,0.3203,0.3583,0.96,0.0,91.7978
0.7417,-16.9285,0.112,0.0696,0.0,0.1526,0.4023,165845.53,0.3395,2.7641,12.0188,0.0,0.0,0.2518,-5.7478,0.1366,0.112,-0.2699,0.0171,4.8077,-6.1244,0.2597,0.2569,0.7417,0.0,135.3664
0.7459,-5.2646,0.0766,0.7174,0.0,0.114,0.9479,321784.72,0.4075,5.3631,12.6816,4.0,3.0,0.3039,-2.1451,0.3862,0.0766,0.31,0.0087,0.5671,-0.9816,0.4299,0.3788,0.9479,0.0,128.3364
0.4238,-5.6209,0.1176,0.1705,0.0,0.2158,0.6513,296023.7,0.5595,4.9337,12.5982,4.0,3.0,0.2371,-3.1447,0.3644,0.1176,-0.389,0.0254,3.2627,-1.1393,0.3055,0.2426,0.6513,0.0,112.1207
0.8036,-6.0691,0.1385,0.338,0.0,0.0933,0.6378,236523.92,0.1724,3.9421,12.3738,2.0,3.0,0.1385,-1.0463,0.11,0.1385,0.1656,0.0129,0.5086,-1.5396,0.3119,0.3009,0.8036,0.0,70.1411
0.5347,-4.8658,0.1749,0.1334,0.5035,0.0606,0.5278,275319.84,0.4838,4.5887,12.5257,3.0,3.0,0.2587,-2.3541,0.2553,0.6784,-0.3504,0.0106,3.5987,-1.0604,0.3455,0.2115,0.5347,0.0606,125.4601
0.7392,-12.7902,0.0562,0.3838,0.056,0.2434,0.7492,284970.72,0.0145,4.7495,12.5601,3.0,0.0,0.0107,-0.185,0.0108,0.1122,0.3693,0.0137,0.0376,-2.6929,0.3203,0.3169,0.7492,0.0145,98.9958
0.6154,-4.2767,0.0544,0.0113,0.0,0.1833,0.3745,217103.05,0.6623,3.6184,12.2881,1.0,3.0,0.4076,-2.8326,0.2481,0.0544,-0.6511,0.01,53.9798,-1.1819,0.2716,0.2822,0.6623,0.0,141.3479
0.5436,-5.8595,0.0777,0.36,0.0,0.0243,0.5927,233673.1,0.2685,3.8946,12.3617,2.0,3.0,0.1459,-1.5731,0.1591,0.0777,0.0916,0.0019,0.7436,-1.5045,0.2667,0.244,0.5927,0.0,119.7185
0.8431,-4.9884,0.1013,0.2578,0.1328,0.2905,0.8732,203571.94,0.4189,3.3929,12.2238,1.0,3.0,0.3532,-2.0895,0.3658,0.2341,-0.1611,0.0294,1.6187,-1.4703,0.4168,0.3192,0.8732,0.1013,54.9336
0.6539,-1.357,0.125,0.525,0.2368,0.129,0.2501,249982.9,0.4875,4.1664,12.4292,2.0,4.0,0.3188,-0.6615,0.1219,0.3618,0.0375,0.0161,0.9268,-0.3257,0.3439,0.2097,0.6539,0.125,105.1556
0.7093,-12.1458,0.0966,0.096,0.0,0.345,0.6713,224095.25,0.539,3.7349,12.3198,1.0,1.0,0.3823,-6.5466,0.3618,0.0966,-0.443,0.0333,5.557,-3.252,0.351,0.2942,0.7093,0.0,100.5496
0.6907,-3.1146,0.0568,0.2409,0.3201,0.0243,0.268,246869.4,0.2105,4.1145,12.4166,2.0,4.0,0.1454,-0.6555,0.0564,0.3769,0.0304,0.0014,0.8702,-0.757,0.2587,0.2194,0.6907,0.0243,111.299
0.6985,-5.8488,0.0519,0.2869,0.3295,0.0243,0.6248,343312.88,0.6064,5.7219,12.7464,4.0,3.0,0.4236,-3.5467,0.3789,0.3814,-0.3195,0.0013,2.106,-1.0222,0.3746,0.2762,0.6985,0.0243,115.3245
0.7175,-6.948,0.0235,0.0975,0.099,0.2258,0.4589,321881.1,0.7018,5.3647,12.6819,4.0,2.0,0.5035,-4.8761,0.322,0.1225,-0.6043,0.0053,7.122,-1.2951,0.332,0.2936,0.7175,0.0235,118.1936
0.656,-8.7233,0.0623,0.0,0.0,0.1191,0.661,221531.16,0.6875,3.6922,12.3083,1.0,2.0,0.4511,-5.9976,0.4545,0.0623,-0.6875,0.0074,683.8678,-2.3626,0.3123,0.3355,0.6875,0.0,126.5286
0.7109,-6.3836,0.1237,0.1347,0.0318,0.0973,0.2898,220843.75,0.5195,3.6807,12.3052,1.0,3.0,0.3693,-3.3161,0.1505,0.1556,-0.3847,0.012,3.827,-1.7343,0.2725,0.2527,0.7109,0.0318,122.3567
0.8175,-11.9063,0.0235,0.0,0.1035,0.2031,0.2443,132998.3,0.6113,2.2166,11.7981,0.0,1.0,0.4998,-7.2787,0.1494,0.127,-0.6113,0.0048,608.074,-5.3713,0.2862,0.3112,0.8175,0.0,105.0999
0.6985,-11.3947,0.0235,0.3301,0.1526,0.1834,0.6023,357655.72,0.2054,5.9609,12.7873,4.0,1.0,0.1435,-2.3405,0.1237,0.1761,0.1247,0.0043,0.6204,-1.9116,0.3137,0.2485,0.6985,0.0235,69.552
0.6809,-9.6562,0.0235,0.3356,0.0534,0.2358,0.7896,180583.75,0.0235,3.0097,12.104,0.0,1.0,0.016,-0.2266,0.0185,0.0769,0.3121,0.0055,0.0697,-3.2083,0.306,0.3172,0.7896,0.0235,128.9745
0.59,-4.8744,0.1303,0.2028,0.0058,0.1456,0.5927,266801.94,0.7383,4.4467,12.4943,3.0,3.0,0.4356,-3.5986,0.4376,0.1361,-0.5355,0.019,3.6229,-1.0962,0.3436,0.2879,0.7383,0.0058,122.2883
0.6221,-3.5691,0.0235,0.1539,0.013,0.1928,0.0256,229080.95,0.4645,3.818,12.3418,1.0,4.0,0.289,-1.6577,0.0119,0.0365,-0.3106,0.0045,2.9994,-0.9348,0.2136,0.24,0.6221,0.013,102.7701
0.7501,-7.8955,0.1326,0.3929,0.0728,0.27,0.3615,293677.53,0.2525,4.8946,12.5902,4.0,2.0,0.1894,-1.9933,0.0913,0.2054,0.1404,0.0358,0.6409,-1.6131,0.3189,0.2218,0.7501,0.0728,123.7091
0.5432,-5.453,0.0235,0.3931,0.0687,0.3833,0.7765,331216.97,0.5471,5.5203,12.7105,4.0,3.0,0.2971,-2.9832,0.4248,0.0922,-0.154,0.009,1.3883,-0.9878,0.3908,0.2693,0.7765,0.0235,83.7323
0.7638,-2.6713,0.0235,0.0,0.0,0.0953,0.667,285425.03,0.9771,4.7571,12.5617,3.0,4.0,0.7463,-2.6103,0.6517,0.0235,-0.9771,0.0022,971.9238,-0.5615,0.361,0.4244,0.9771,0.0,174.8034
0.554,-10.9465,0.0792,0.0446,0.0019,0.0942,0.4169,232671.77,0.9343,3.8779,12.3574,2.0,1.0,0.5176,-10.2277,0.3895,0.0811,-0.8898,0.0075,20.5067,-2.8228,0.3036,0.3478,0.9343,0.0019,47.5209
0.878,-8.4777,0.0829,0.3524,0.0525,0.3004,0.47,300598.34,0.3279,5.01,12.6135,4.0,2.0,0.2879,-2.7796,0.1541,0.1354,0.0245,0.0249,0.9278,-1.6922,0.352,0.2757,0.878,0.0525,116.1249
0.5159,-11.1566,0.0385,0.2933,0.2929,0.0243,0.7186,233215.19,0.3312,3.8869,12.3597,2.0,1.0,0.1709,-3.6951,0.238,0.3314,-0.0379,0.0009,1.1252,-2.8703,0.3164,0.2468,0.7186,0.0243,85.9722
0.4831,-11.6826,0.0987,0.0696,0.0,0.3768,0.7716,243844.12,0.7377,4.0641,12.4043,2.0,1.0,0.3564,-8.6179,0.5692,0.0987,-0.6681,0.0372,10.4465,-2.8746,0.3625,0.3188,0.7716,0.0,123.8312
0.5644,-6.4515,0.0792,0.2409,0.0126,0.0243,0.6112,300594.34,0.7726,5.0099,12.6135,4.0,3.0,0.436,-4.9844,0.4722,0.0918,-0.5317,0.0019,3.1935,-1.2877,0.3293,0.3149,0.7726,0.0126,96.5775
0.6513,-16.0798,0.0762,0.0717,0.0895,0.3486,0.5325,245724.64,0.7894,4.0954,12.412,2.0,0.0,0.5142,-12.6934,0.4204,0.1657,-0.7177,0.0266,10.8553,-3.9263,0.3656,0.2988,0.7894,0.0717,146.8636
0.5969,-1.357,0.0908,0.6117,0.0,0.0954,0.0256,294975.7,0.5979,4.9163,12.5947,4.0,4.0,0.3569,-0.8113,0.0153,0.0908,0.0138,0.0087,0.9758,-0.276,0.2883,0.2955,0.6117,0.0,174.1137
0.6813,-11.3854,0.1575,0.5095,0.0106,0.188,0.7713,182791.58,0.1362,3.0465,12.1161,0.0,1.0,0.0928,-1.5507,0.105,0.1681,0.3733,0.0296,0.2668,-3.7372,0.3506,0.2991,0.7713,0.0106,146.4824
0.6389,-14.8676,0.0235,0.995,0.2369,0.187,0.4476,290950.9,0.1038,4.8492,12.5809,3.0,0.0,0.0663,-1.5433,0.0465,0.2604,0.8912,0.0044,0.1042,-3.066,0.3761,0.3442,0.995,0.0235,95.4592
0.8113,-6.9671,0.1186,0.6645,0.2255,0.0243,0.5344,352396.03,0.9063,5.8733,12.7725,4.0,2.0,0.7354,-6.3145,0.4843,0.3441,-0.2419,0.0029,1.3619,-1.1862,0.4693,0.349,0.9063,0.0243,77.8252
0.8443,-10.6827,0.1116,0.5698,0.0596,0.0901,0.978,215870.28,0.2924,3.5978,12.2824,1.0,1.0,0.2469,-3.1236,0.286,0.1712,0.2774,0.0101,0.5123,-2.9692,0.4208,0.3795,0.978,0.0596,128.2454
0.6668,-13.5945,0.0235,0.3071,0.0,0.0962,0.8728,173098.89,0.1575,2.885,12.0616,0.0,0.0,0.105,-2.1407,0.1374,0.0235,0.1496,0.0023,0.5112,-4.7122,0.3034,0.3393,0.8728,0.0,70.7058
0.9364,-11.6936,0.0466,0.1179,0.0,0.0243,0.293,255600.17,0.7518,4.26,12.4514,2.0,1.0,0.704,-8.7913,0.2203,0.0466,-0.6339,0.0011,6.3223,-2.745,0.31,0.3812,0.9364,0.0,93.5591
0.7535,-7.9285,0.1628,0.2595,0.0,0.1544,0.7907,284070.9,0.2837,4.7345,12.557,3.0,2.0,0.2138,-2.249,0.2243,0.1628,-0.0241,0.0251,1.0888,-1.6746,0.3435,0.3069,0.7907,0.0,114.6281
0.363,-7.6979,0.0836,0.4468,0.0,0.053,0.3918,332088.1,0.2797,5.5348,12.7132,4.0,2.0,0.1016,-2.1534,0.1096,0.0836,0.167,0.0044,0.6247,-1.3908,0.2311,0.1821,0.4468,0.0,143.667
0.6836,-14.5279,0.0328,0.0842,0.0,0.337,0.6224,230455.39,0.3695,3.8409,12.3478,2.0,0.0,0.2526,-5.3676,0.2299,0.0328,-0.2853,0.0111,4.3372,-3.7824,0.3042,0.2784,0.6836,0.0,151.1259
0.3297,-6.5368,0.0916,0.5365,0.098,0.0243,0.405,226243.78,0.845,3.7707,12.3294,1.0,3.0,0.2786,-5.5236,0.3423,0.1895,-0.3085,0.0022,1.5721,-1.7336,0.3329,0.2937,0.845,0.0243,156.3836
0.975,-2.8231,0.1244,0.276,0.0,0.0948,0.5727,249817.03,0.9671,4.1636,12.4285,2.0,4.0,0.943,-2.7303,0.5539,0.1244,-0.6912,0.0118,3.4919,-0.678,0.43,0.4124,0.975,0.0,109.9134
0.688,-7.5578,0.106,0.3818,0.1111,0.0243,0.5662,297786.47,0.3385,4.9631,12.6041,4.0,2.0,0.2329,-2.5581,0.1916,0.2171,0.0434,0.0026,0.8841,-1.5228,0.3165,0.2507,0.688,0.0243,128.2359
0.5086,-9.598,0.1489,0.7379,0.0798,0.0243,0.6039,240531.81,0.6565,4.0089,12.3906,2.0,1.0,0.3339,-6.3008,0.3964,0.2287,0.0815,0.0036,0.8884,-2.3942,0.3943,0.3,0.7379,0.0243,58.4992
0.5343,-1.357,0.1477,0.2801,0.1388,0.2089,0.4051,226782.8,0.4945,3.7797,12.3318,1.0,4.0,0.2642,-0.671,0.2003,0.2866,-0.2144,0.0309,1.7591,-0.359,0.3156,0.1632,0.5343,0.1388,180.8543
0.6965,-8.1925,0.069,0.2498,0.2709,0.2789,0.3745,359919.8,0.0989,5.9987,12.7936,4.0,2.0,0.0689,-0.81,0.037,0.3399,0.151,0.0193,0.3941,-1.3657,0.2912,0.2081,0.6965,0.069,91.9263
0.813,-3.3502,0.1029,0.2775,0.0,0.4518,0.8126,121232.164,0.837,2.0205,11.7055,0.0,4.0,0.6805,-2.8041,0.6801,0.1029,-0.5595,0.0465,3.0052,-1.6581,0.4707,0.3565,0.837,0.0,115.9551
0.4379,-13.0648,0.0235,0.0,0.0,0.1599,0.5671,357981.1,0.9244,5.9664,12.7882,4.0,0.0,0.4048,-12.0771,0.5243,0.0235,-0.9244,0.0038,919.4716,-2.1898,0.3018,0.355,0.9244,0.0,88.6916
0.6849,-17.781,0.0889,0.7342,0.0,0.0243,0.8376,182331.58,0.8227,3.0389,12.1136,0.0,0.0,0.5634,-14.6279,0.6891,0.0889,-0.0884,0.0022,1.1189,-5.8512,0.4561,0.3956,0.8376,0.0,152.7465
0.5095,-16.151,0.0235,0.0,0.1823,0.1736,0.0256,166438.77,0.8271,2.774,12.0224,0.0,0.0,0.4215,-13.3591,0.0212,0.2058,-0.8271,0.0041,822.7235,-5.8223,0.2488,0.3096,0.8271,0.0,137.9833
0.5396,-13.8134,0.0585,0.2448,0.0896,0.1695,0.978,242058.9,0.2595,4.0343,12.3969,2.0,0.0,0.14,-3.5841,0.2538,0.148,-0.0146,0.0099,1.0554,-3.424,0.3342,0.3249,0.978,0.0585,162.6939
0.8447,-14.5529,0.0671,0.6397,0.184,0.0243,0.2481,332268.88,0.6027,5.5378,12.7137,4.0,0.0,0.5091,-8.7706,0.1495,0.251,0.037,0.0016,0.9406,-2.6279,0.3729,0.3196,0.8447,0.0243,91.1528
0.4881,-12.4849,0.0567,0.1316,0.0581,0.2448,0.6244,239715.0,0.3444,3.9952,12.3872,2.0,0.0,0.1681,-4.2998,0.215,0.1148,-0.2128,0.0139,2.5976,-3.1249,0.2783,0.2192,0.6244,0.0567,107.5102
0.5844,-13.866,0.2049,0.1917,0.0229,0.1496,0.4575,173731.48,0.3879,2.8955,12.0653,0.0,0.0,0.2267,-5.3781,0.1775,0.2278,-0.1962,0.0306,2.013,-4.7888,0.2856,0.1967,0.5844,0.0229,83.8602
0.3786,-18.342,0.0235,0.3323,0.0,0.1801,0.7347,300523.3,0.5347,5.0087,12.6133,4.0,0.0,0.2024,-9.8069,0.3928,0.0235,-0.2024,0.0042,1.6043,-3.662,0.312,0.268,0.7347,0.0,78.9938
0.8395,-14.9679,0.0564,0.7167,0.0595,0.4977,0.7447,284970.8,0.0758,4.7495,12.5601,3.0,0.0,0.0636,-1.1346,0.0564,0.1159,0.6409,0.0281,0.1056,-3.1514,0.4272,0.3549,0.8395,0.0564,83.199
0.4538,-10.4786,0.055,0.3056,0.0,0.0243,0.2778,240756.64,0.9701,4.0126,12.3915,2.0,1.0,0.4402,-10.165,0.2695,0.055,-0.6644,0.0013,3.1636,-2.6114,0.2981,0.3414,0.9701,0.0,68.4476
0.6645,-21.2414,0.0375,0.5397,0.195,0.1428,0.2954,226023.25,0.7161,3.7671,12.3284,1.0,0.0,0.4759,-15.2117,0.2116,0.2325,-0.1765,0.0054,1.3246,-5.6387,0.3701,0.2688,0.7161,0.0375,112.4827
0.3907,-14.729,0.0235,0.0,0.1549,0.3981,0.5348,301829.84,0.8227,5.0305,12.6176,4.0,0.0,0.3214,-12.117,0.4399,0.1784,-0.8227,0.0094,818.2807,-2.9279,0.3321,0.2962,0.8227,0.0,121.1196
0.6644,-7.1721,0.0294,0.2631,0.0067,0.2149,0.7524,63973.0,0.3465,1.0662,11.0662,0.0,2.0,0.2302,-2.4849,0.2607,0.036,-0.0834,0.0063,1.3119,-6.7267,0.3253,0.2895,0.7524,0.0067,124.955
0.4898,-3.8765,0.0949,0.3907,0.0,0.0243,0.5559,252318.28,0.5689,4.2053,12.4385,2.0,4.0,0.2786,-2.2052,0.3162,0.0949,-0.1781,0.0023,1.4522,-0.9218,0.3035,0.255,0.5689,0.0,128.6074
0.6375,-8.8186,0.0235,0.5271,0.2341,0.1371,0.5271,218540.8,0.1419,3.6423,12.2947,1.0,2.0,0.0904,-1.2511,0.0748,0.2576,0.3852,0.0032,0.2686,-2.4211,0.3183,0.2405,0.6375,0.0235,175.8244
0.4611,-10.2341,0.0235,0.2935,0.0,0.2425,0.5619,252467.73,0.2662,4.2078,12.439,2.0,1.0,0.1227,-2.7243,0.1496,0.0235,0.0273,0.0057,0.904,-2.4322,0.2641,0.2067,0.5619,0.0,145.5925
0.8238,-10.0387,0.0235,0.0,0.0,0.1394,0.3979,227939.1,0.7865,3.799,12.3368,1.0,1.0,0.6479,-7.8958,0.313,0.0235,-0.7865,0.0033,782.34,-2.6425,0.3102,0.3656,0.8238,0.0,101.899
0.5273,-8.2413,0.0235,0.5549,0.0,0.2437,0.7431,166899.92,0.0371,2.7817,12.0252,0.0,2.0,0.0196,-0.306,0.0276,0.0235,0.5178,0.0057,0.0668,-2.9627,0.3042,0.3032,0.7431,0.0,97.7333
0.5028,-11.1849,0.0235,0.5395,0.0898,0.2546,0.0256,336940.8,0.9725,5.6157,12.7277,4.0,1.0,0.489,-10.877,0.0249,0.1133,-0.433,0.006,1.7992,-1.9917,0.344,0.35,0.9725,0.0235,141.0222
0.6778,-15.3988,0.0413,0.1637,0.1013,0.0243,0.4526,278947.0,0.6018,4.6491,12.5388,3.0,0.0,0.4079,-9.267,0.2724,0.1427,-0.4381,0.001,3.6546,-3.3122,0.2947,0.2762,0.6778,0.0243,86.6802
0.623,-1.357,0.1908,0.4889,0.2947,0.0243,0.2459,281247.84,0.78,4.6875,12.547,3.0,4.0,0.4859,-1.0585,0.1918,0.4855,-0.2911,0.0046,1.5921,-0.2895,0.3782,0.2641,0.78,0.0243,119.2545
0.7556,-5.0672,0.1374,0.0449,0.0957,0.2171,0.5765,302838.44,0.5875,5.0473,12.621,4.0,3.0,0.4439,-2.9768,0.3387,0.2331,-0.5426,0.0298,12.8088,-1.0039,0.3449,0.2866,0.7556,0.0449,125.0992
0.3375,-6.6276,0.0235,0.0974,0.1116,0.1648,0.4041,264259.84,0.6518,4.4043,12.4847,3.0,3.0,0.22,-4.3198,0.2634,0.1351,-0.5544,0.0039,6.6255,-1.5048,0.2558,0.2212,0.6518,0.0235,129.7323
